ResponseId_pre	Semester_pre	Q1_pre	Q8_pre	Q9_1_pre	Q9_2_pre	Q9_3_pre	Q9_4_pre	Q9_5_pre	Q9_6_pre	Q9_7_pre	Q9_8_pre	Q9_9_pre	Q9_10_pre	Q10_1_pre	Q10_2_pre	Q10_3_pre	Q10_4_pre	Q10_5_pre	Q10_6_pre	Q10_7_pre	Q10_8_pre	Q10_9_pre	Q10_10_pre	Q10_11_pre	Q10_12_pre	Q10_13_pre	Q10_14_pre	Q10_15_pre	Q10_16_pre	Q10_17_pre	Q10_18_pre	Q10_19_pre	Q10_20_pre	Q10_21_pre	Q10_22_pre	Q10_23_pre	Q10_24_pre	Q10_25_pre	Q11_1_pre	Q11_2_pre	Q11_3_pre	Q11_4_pre	Q11_5_pre	Q11_6_pre	Q11_7_pre	Q11_8_pre	Q11_9_pre	Q11_10_pre	Q11_11_pre	Q11_12_pre	Q11_13_pre	Q11_14_pre	Q11_15_pre	Q11_16_pre	Q11_17_pre	Q11_18_pre	Q11_19_pre	Q11_20_pre	Q11_21_pre	Q11_22_pre	Q19_1_pre	Q19_2_pre	Q19_3_pre	Q19_4_pre	Q19_5_pre	Q19_6_pre	Q19_7_pre	Q19_8_pre	Q19_9_pre	Q19_10_pre	Q2_pre	Q3_pre	Q4_pre	Q5_pre	Q6_pre	Q7_pre	Q8_post	Q9_1_post	Q9_2_post	Q9_3_post	Q9_4_post	Q9_5_post	Q9_6_post	Q9_7_post	Q9_8_post	Q9_9_post	Q9_10_post	Q9_11_post	Q9_12_post	Q9_13_post	Q9_14_post	Q9_15_post	Q9_16_post	Q9_17_post	Q9_18_post	Q9_19_post	Q9_20_post	Q9_21_post	Q9_22_post	Q9_23_post	Q9_24_post	Q9_25_post	Q10_1_post	Q10_2_post	Q10_3_post	Q10_4_post	Q10_5_post	Q10_6_post	Q10_7_post	Q10_8_post	Q10_9_post	Q10_10_post	Q10_11_post	Q10_12_post	Q10_13_post	Q10_14_post	Q10_15_post	Q10_16_post	Q10_17_post	Q10_18_post	Q10_19_post	Q10_20_post	Q10_21_post	Q11_1_post	Q11_2_post	Q11_3_post	Q11_4_post	Q13_1_post	Q13_2_post	Q13_3_post	Q13_4_post	Q13_5_post	Q13_6_post	Q13_7_post	Q13_8_post	Q13_9_post	Q13_10_post	Q13_11_post	Q13_12_post	Q13_13_post	Q13_14_post	Q13_15_post	Q13_16_post	Q13_17_post	Q13_18_post	Q13_19_post	Q13_20_post	Q13_21_post	Q13_22_post	Q2_post	Q3_post	Q4_post	Q5_post	Q6_post	Q7_post
R_1QmFDAseBjKV0Uu	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	NA	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Very important	Some	Much	Extensive	Some	Extensive	Extensive	Extensive	Some	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Little	Little	Much	Extensive	Some	Some	Much	Agree	Neutral	Strongly agree	Disagree	Disagree	Disagree	Strongly disagree	Disagree	Agree	Strongly agree	Neutral	Neutral	Agree	Agree	Disagree	Disagree	Strongly disagree	Strongly agree	Neutral	Strongly disagree	Agree	Strongly disagree	4	1	3	2	1	1	4	1	3	3	Female	White	I am a first-year college undergraduate.	No	I intent to declare Environmental Science/Biology	Definitely yes	Not applicable/Prefer not to answer	Some	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Much	Much	Much	Much	Some	Much	Extensive	Some	Small gain	Moderate gain	Small gain	Small gain	Small gain	Small gain	No gain or very small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Small gain	Strongly disagree	Neutral	Neutral	Neutral	Agree	Agree	Strongly agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Neutral	Strongly agree	Neutral	Neutral	Agree	Neutral	Disagree	Disagree	Neutral	Strongly agree	Agree	Strongly disagree	Agree	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	I will declare Biology/ Environmental Science	Definitely yes
R_VJPCeJIE8s7lhg5	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Very important	Moderately important	Very important	Moderately important	Very important	Moderately important	Not important	Not important	Some	Some	Much	Some	None	None	Some	Little	Much	Much	Much	None	Much	Much	Little	Extensive	None	Little	Extensive	Much	Much	Some	Much	Extensive	None	Agree	Agree	Agree	Neutral	Strongly disagree	Disagree	Disagree	Strongly disagree	Agree	Strongly agree	Neutral	Disagree	Agree	Neutral	Disagree	Strongly disagree	Disagree	Agree	Agree	Neutral	Agree	Disagree	3	1	4	3	4	1	5	1	3	1	Female	White	I am a first-year college undergraduate.	Yes	Environmental science and biology	Definitely yes	I now plan to pursue a Master's degree in a science-related field	Some	Much	Extensive	Extensive	Much	Some	Little	Extensive	Extensive	Much	Much	Much	Much	Much	Much	Much	Much	Much	Extensive	Extensive	Extensive	Some	Extensive	Extensive	Much	No gain or very small gain	Small gain	Small gain	Moderate gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Small gain	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Neutral	Agree	Neutral	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Neutral	Agree	Neutral	Agree	Agree	Neutral	Neutral	Strongly disagree	Strongly disagree	Disagree	Disagree	Neutral	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	environmental studies	Definitely yes
R_3HuJf8VvzPGQoAi	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	NA	Much	Some	Little	Extensive	Much	Some	Extensive	Some	Extensive	Much	Some	Little	Extensive	Extensive	Much	Much	Much	Some	Extensive	Extensive	Extensive	Much	Much	Little	None	Agree	Disagree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Agree	Disagree	Disagree	Disagree	Agree	Disagree	Disagree	Agree	Disagree	2	2	2	3	2	3	3	3	3	3	Female	White	I am a first-year college undergraduate.	No	I have not declared a major yet.	Definitely yes	Not applicable/Prefer not to answer	Much	Some	Some	Much	Much	Much	Much	Some	Much	Much	Some	Some	Much	Much	Much	Some	Much	Some	Little	None	None	None	None	None	Little	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Disagree	Agree	Agree	Neutral	Agree	Disagree	Agree	Neutral	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Disagree	Neutral	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	I have not declared a major at this point.	Definitely yes
R_W87hfejghvpIaQx	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Very important	Very important	Moderately important	Moderately important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Some	Little	None	Some	Little	None	Some	Some	Some	Some	Some	None	Some	Some	None	Little	Little	Little	Much	Much	Much	Much	Much	Little	None	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Disagree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Strongly agree	Neutral	Neutral	Neutral	Strongly disagree	2	2	3	3	3	3	2	3	3	2	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Some	Much	Little	Much	Much	Some	Much	Much	Extensive	Extensive	Much	Much	Much	Much	Extensive	Much	Much	Some	Some	Little	N.A./Prefer not to answer	Little	Some	N.A./Prefer not to answer	Some	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Moderate gain	Large gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Very large gain	Moderate gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Agree	Neutral	Agree	Agree	Agree	Neutral	Agree	Neutral	Neutral	Neutral	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Neutral	Disagree	Strongly agree	Disagree	Agree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behaviour, Classics and Ancient Mediterranean Studies	Definitely yes
R_1FkAIBD6ds53Z8B	Spring 2022	Agree	My goal is to go to school for other health professions.	Very important	Very important	Very important	Very important	Moderately important	Very important	Very important	Very important	Moderately important	Moderately important	Little	Some	Some	Much	Some	Little	Some	Much	Much	Some	Much	Little	Some	Some	Some	Some	Some	Little	Much	Much	Much	Much	Much	Much	Little	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Strongly agree	Disagree	Neutral	Neutral	Strongly disagree	Agree	Disagree	Agree	Strongly agree	Strongly disagree	3	2	4	2	4	3	3	3	3	3	Female	White	I am a first-year college undergraduate.	Yes	Biology Pre-Med	Definitely yes	I now plan to pursue a medical degree	Much	Much	Extensive	Extensive	Extensive	Much	Much	Little	Extensive	Extensive	Much	Extensive	Extensive	Extensive	Extensive	Much	Much	Little	Much	None	None	None	Much	None	Some	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Large gain	Small gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Very large gain	Small gain	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Agree	Disagree	Agree	Agree	Disagree	Female	Two or more races	I am a first-year college undergraduate.	Yes	Biology Pre-Med	Definitely yes
R_1opAqBr1eYFQW70	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Extensive	Much	Little	Extensive	Some	Little	Extensive	Much	Extensive	Extensive	Much	None	Some	Much	Extensive	Much	None	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Some	None	Agree	Agree	Strongly agree	Strongly disagree	Disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Disagree	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	Strongly agree	Agree	Strongly disagree	Disagree	Strongly disagree	2	3	2	4	3	4	4	4	4	4	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes	I now plan to pursue a Doctoral degree in a science-related field	Much	Much	Extensive	Extensive	Extensive	Much	Extensive	Much	Extensive	Extensive	Much	Much	Extensive	Extensive	Extensive	Extensive	Extensive	Extensive	Some	Some	Some	Much	Some	Much	Much	Moderate gain	Moderate gain	Moderate gain	Large gain	Moderate gain	Large gain	Moderate gain	Large gain	Large gain	Large gain	Large gain	Small gain	Large gain	Moderate gain	Large gain	Large gain	Small gain	Moderate gain	Large gain	Large gain	No gain or very small gain	Disagree	Agree	Neutral	Disagree	Agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Strongly disagree	Neutral	Strongly agree	Strongly disagree	Strongly disagree	Strongly agree	Strongly agree	Strongly disagree	Neutral	Strongly disagree	Agree	Agree	Strongly disagree	Disagree	Strongly disagree	Female	White	I am a first-year college undergraduate.	Yes	Biology	Definitely yes
R_3HqBnhc4JghekKx	Spring 2022	Agree	My goal does not include graduate education for at least the near future.	Very important	Very important	Not important	Very important	Moderately important	Moderately important	Moderately important	Moderately important	Moderately important	Not important	Some	Much	Some	Much	Much	Much	Much	Some	Much	Much	Much	Much	Much	Some	Some	Much	Much	Little	Much	Some	Some	Some	Much	Some	Little	Agree	Agree	Strongly agree	Agree	Neutral	Agree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Neutral	Neutral	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Neutral	Disagree	3	4	4	5	2	3	2	2	1	1	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	It is unlikely	I have not considered any post-graduate education	Much	Some	Little	Much	Some	Some	Much	Much	Much	Much	Little	Some	Much	Much	Little	Extensive	Much	Little	Much	Some	Some	Little	Little	Little	Some	No gain or very small gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Small gain	Small gain	Moderate gain	Small gain	Small gain	No gain or very small gain	Large gain	Small gain	Small gain	Moderate gain	No gain or very small gain	Small gain	Small gain	Small gain	No gain or very small gain	Agree	Agree	Disagree	Strongly agree	Neutral	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Disagree	Neutral	Agree	Agree	Agree	Disagree	Neutral	Agree	Strongly disagree	Disagree	Neutral	Agree	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_PClgCBjLylw6KiJ	Spring 2022	Agree	My goal is to go to school for a medical degree (M.D.).	Moderately important	Very important	Very important	Very important	Very important	Very important	Very important	Very important	Moderately important	Moderately important	Much	Much	Little	Much	Some	Little	Some	Little	Much	Much	Much	Little	Much	Some	Some	Some	Some	Some	Some	Much	Much	Much	Much	Some	Little	Strongly agree	Neutral	Agree	Disagree	Strongly disagree	Disagree	Strongly disagree	Strongly disagree	Neutral	Agree	Disagree	Agree	Agree	Neutral	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Neutral	Disagree	2	2	3	2	4	3	3	2	2	3	Non-binary	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Animal Behavior, Pre-Vet	Prefer not to answer	I now plan to pursue a medical degree	N.A./Prefer not to answer	N.A./Prefer not to answer	Much	Much	Much	Little	None	Little	Extensive	Much	Much	Some	Extensive	Much	Much	Some	Some	Much	Extensive	None	N.A./Prefer not to answer	N.A./Prefer not to answer	Extensive	N.A./Prefer not to answer	Some	No gain or very small gain	Moderate gain	Moderate gain	Large gain	Large gain	Very large gain	Large gain	Very large gain	Large gain	Large gain	Large gain	Moderate gain	Very large gain	Large gain	Large gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Neutral	Disagree	Agree	Strongly disagree	Strongly disagree	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Agree	Disagree	Non-binary	Hispanic/Latino	I am a first-year college undergraduate.	Yes	Animal Behavior	Prefer not to answer
R_3qa4jy3DusfIsFU	Spring 2022	Agree	My goal is to go to graduate school for a Masters Degree in the life sciences	Moderately important	Very important	Very important	Moderately important	Moderately important	Very important	Very important	Very important	Not important	Moderately important	Some	Some	Little	Much	Little	None	Much	Much	Much	Much	Little	None	Some	Some	Some	Little	Some	Some	Much	Much	Much	Much	Some	Some	None	Strongly agree	Agree	Neutral	Disagree	Disagree	Neutral	Disagree	Disagree	Agree	Agree	Disagree	Neutral	Agree	Neutral	Neutral	Disagree	Disagree	Agree	Neutral	Disagree	Neutral	Disagree	3	3	3	4	2	4	2	4	2	3	Female	White	I am a first-year college undergraduate.	No	N/A	Definitely yes	Not applicable/Prefer not to answer	Some	Some	Much	Some	Much	Some	Some	Some	Much	Some	Some	Some	Much	Some	Some	Much	Some	Some	Little	Little	Little	Little	Some	Little	Little	Small gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Small gain	Moderate gain	Moderate gain	Moderate gain	Neutral	Neutral	Neutral	Neutral	Agree	Agree	Neutral	Disagree	Disagree	Neutral	Neutral	Disagree	Neutral	Agree	Neutral	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Neutral	Disagree	Agree	Disagree	Female	White	I am a first-year college undergraduate.	No	Environmental Science & Biology	Definitely yes
R_3m815oD5Kxxbwyx	Spring 2022	Agree	My goal is to go to graduate school for a Ph.D. degree in a biology-related field	Moderately important	Very important	NA	NA	Very important	Very important	Very important	Very important	Not important	NA	Little	Some	None	Some	Much	Some	Much	Little	Much	Much	Some	None	Little	Little	None	Some	Little	None	Much	Much	Much	Much	Much	None	None	Agree	Disagree	Strongly agree	Agree	Strongly disagree	Neutral	Strongly disagree	Disagree	Neutral	Agree	Disagree	Neutral	Neutral	NA	Agree	Disagree	Strongly disagree	Strongly agree	Neutral	Strongly disagree	Agree	Strongly disagree	3	4	4	2	2	1	4	3	1	1	Female	White	I am a first-year college undergraduate.	Yes	Biology Major, Dance Minor	It is likely	I now plan to pursue a Master's degree in a science-related field	Some	Little	Little	Some	Some	Little	Little	Little	Little	Little	Little	Some	Some	Some	Much	Some	Some	N.A./Prefer not to answer	Little	None	None	Little	Little	None	Some	No gain or very small gain	Small gain	Small gain	No gain or very small gain	N.A./Prefer not to answer	N.A./Prefer not to answer	Small gain	Small gain	Small gain	Small gain	No gain or very small gain	No gain or very small gain	Large gain	Small gain	Large gain	Moderate gain	No gain or very small gain	Moderate gain	Small gain	Small gain	No gain or very small gain	Disagree	NA	Agree	Disagree	Agree	Neutral	Agree	Neutral	Disagree	Agree	Strongly disagree	Strongly disagree	Neutral	Neutral	Strongly disagree	Neutral	Agree	Neutral	Agree	Neutral	Disagree	Neutral	Disagree	Disagree	Neutral	Strongly disagree	Female	White	I am a first-year college undergraduate.	No	Currently Biology (BA) and a minor in dance	It is likely
